filename,category,course_number,course_title,session_number,session_date,session_content,session_learning_objectives,course_learning_objectives,lecturer
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,7,Sept 17 2024,Stakeholder Analysis in Smart City Business Development,,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,8,Sept 24 2024,Working with Government on Smart City Project,,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,9,Oct 8 2024,Guest lecturer (Working as a solution provider for smart city project),,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,10,Oct 15 2024,Project Feasibility Assessment,,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,11,Oct 22 2024,Smart City Business Strategy Development,,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,12,Oct 29 2024,Guest lecturer (Working as a consultant for smart city project),,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
5605208 Business and Organizational Models for Smart Cities.docx,Smart City and Sustainable Development,5605208,,15,Nov 19 2024,Course Summary and Feedback,,"By the end of this course, students should be able to do the following:
14.2 Learning Content / Learning Schedule
Class Day and Time: Tuesday, 13pm-16pm
14.3 Learning Method
❒ Lecture and discussion
❒ Brainstorming and discussion of case study so students learn to analyze and solve problems
❒ Project-based assignment
14.4 Media
❒ PowerPoint media
❒ Electronics and website media
14.5 Assignment through Network System
14.5.1 Assigning and Submitting Method: MS Teams
14.5.2 Learning Management System: MS Teams
14.6 Evaluation
14.7 Reading List
14.7.1 Required Texts",Prof. Agachai Sumalee
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,1,,Class introduction and expectations. • Learning goals • Overview of the assignments,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,2,,Introduction to the Sustainable Development Goals,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,3,,• Exploring your SDGs interest • Debate on critical issue in sustainability in perspectives of various stakeholders,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,4,,Empathy and Social Innovation • How can empathizing with social and environmental problems lead to innovation? • What are the tools to help us better empathize with others? • User Experience Research tools,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,5,,Selected SDGs Topic: • Exploring Goal 4: Quality Education...Why education? • SDG4: Education 2030 Agenda • Inclusive and equitable quality education and promote lifelong learning opportunities for all: Pandemic and the Digital Divide Empathize and Define the Problems in Goal 4,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,6,,Perspective Session on Selected SDGs Topic: • Good Health and Well-being: Caring Dementia Patients • Guest speaker: TBA Empathize and Define the Problems in Goal 3,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Guest lecturer TBD
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,7,,Perspective Session on Selected SDGs Topic: • Exploring Goal 13: Climate Action • Climate change and climate displacement refugee • Guest speaker: TBA Empathize and Define the Problems in Goal 13,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Guest lecturer TBD
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,8,,Perspective Session on Selected SDGs Topic: • Responsible consumption and production: Fast Fashion • Guest speaker: TBA Defining the Problems in Goal 12 • How to create a problem statement? • How can we better identify the problem of the users?,,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Guest lecturer TBD
Sustainable Development Goals Course Syllabus (1).docx,Smart City and Sustainable Development,5606308,Innovations for Sustainable Development Goals,10,,"Low-fidelity Prototype • What is a prototype, and why does it important for creating innovation? • How to create a low-fidelity prototype?",,"Gain a better understanding of local or global sustainability issues through class lectures, assignments, group work, final innovation projects, and personal exploration.
Understand the roles of education and project-based learning as significant tools for empowering learners towards the Sustainable Development Goals
Analyse local and global sustainability issues and identify target users to better understand the users' stories, backgrounds, and challenges using user experience (UX) research methods.
Work in teams to brainstorm, research, and experiment with new ideas toward addressing the sustainability issues of their choices.
Design and create an intervention, method, or tool appropriate for the target users' needs.
Integrate technology and fabrication tools into the social inventions' design, making, and iteration process.
Evaluate the feasibility, sustainability, and scalability of the project.
14.2 Learning Contents/ Learning Schedule
Classroom and Time Chamchuri 10th Building, room 301, 13.00-16.00
14.3 Method
r Lecture hour/time/period/percent 20%
r Lecture and discussion hour/time/period/percent 30%
r Brainstorming and discussion of case study hour/time/period/percent 20% so that students learn to analyze and solve problems.
r Making a summary of the main points or hour/time/period/percent 10%. Presentation of the results of the researching
or the assigned tasks
r Others Hands-on learning hour/time/period/percent 20%
14.4 Media",Sawaros Thanapornsangsuth
5606308 Innovation for Sustainable Development Goals.docx,Smart City and Sustainable Development,5606308,Innovation for Sustainable Development Goals,1,10/14,"No class, National Holiday",,,
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,1,1/10/2025,Begin Again: Course Introduction,"- Understand the course structure, expectations, and key themes. - Engage in ice-breaking activities to build a collaborative learning environment.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,2,1/17/2025,"Mastermind: Branding, Social Media, and Audience Engagement","- Analyze Taylor Swift's strategies for branding, social media use, and audience engagement. - Create and launch a social media account to apply concepts of branding and audience interaction.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,3,1/24/2025,Friendship bracelet and Women’s Ways of Knowing,- Discuss key concepts from Belenky et al.'s Women's Ways of Knowing and their relevance to personal and collective experiences. - Create friendship bracelets as a reflective and hands-on modality to explore knowledge-sharing and connection.,"By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,4,1/31/2025,Lyricism and Storytelling: A Study in Narrative Identity,- Explore the principles of narrative qualitative research and ethnography through the analysis of song lyrics as reflective stories. - Apply narrative research methods by selecting a song that represents personal experiences or upbringing and leading a class discussion to interpret its themes.,"By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth Guest: Varistha Nakornthap
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,5,2/7/2025,"The Anti-Hero Complex— Teenage Angst, Insecurity, and Identity Formation",- Analyze themes of identity formation by exploring personal experiences with Taylor Swift's lyrics. - Reflect on Arnett's (2000) theory of emerging adulthood to understand psychological development in late teens through twenties.,"By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,6,2/14/2025,All too well — Heartbreak and Healing in Music,"- Analyze the use of storytelling, imagery, and symbolism in All Too Well to convey heartbreak and emotional healing. - Examine societal perceptions of vulnerability and gendered expectations in expressions of grief and loss. - Explore the role of music as a tool for personal catharsis, collective healing, and fan engagement.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,7,2/21/2025,"Shape-Shifting, Womanhood, and Society’s Expectations",- Examine societal expectations and double standards placed on women through the lens of Taylor Swift’s public image and Miss Americana documentary. - Analyze how Swift reclaims her narrative and identity in response to media criticism and evolving perceptions of womanhood.,"By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,9,3/7/2025,#Metoo,"- Analyze the origins, impact, and cultural significance of the #MeToo movement in challenging power structures and addressing gender-based violence. - Reflect on the stories of survivors and activists to understand how media representation, including Time's Person of the Year issue, amplifies collective advocacy.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,10,3/14/2025,“Shade never made anybody less gay” — Gender as a Social Construct and LGBTQ+ Allyship,"- Explore Juith Bulter’s concept of gender as a social construct. -Explore the importance of LGBTQ+ allyship by reflecting on Swift’s advocacy, lyrics, and their broader cultural impact.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth Guest: Dr. Panarat Anamwatthana
5606203 Taylor Swift and Social Change.docx,Smart City and Sustainable Development,606204,Taylor Swift and Social Change,11,3/21/2025,“Childless Cat Lady” — The Politics of Taylor,"- Analyze Taylor Swift’s decision to publicly voice her political views, endorse candidates, and encourage voter registration as a form of activism. -Examine the impact of celebrity influence on political engagement, voter turnout, and public discourse.","By the end of this course, students will be able to:
Analyze Taylor Swift's music, lyrics, and public persona as tools for fostering awareness around contemporary social issues such as gender equality, women’s empowerment, and LGBTQ+ rights.
Evaluate the impact of Taylor Swift's legal battles (e.g., intellectual property rights, sexual harassment lawsuits) on public discourse surrounding law, advocacy, and women’s rights.
Examine the intersection of pop culture, celebrity influence, and activism in driving social and political movements in the 21st century.
Engage in discourse on the role of social media in amplifying Taylor Swift’s influence and advocacy efforts to participate in activism.
Create a reflective or analytical project (e.g., presentations, essays, or multimedia work) demonstrating the connection between art, activism, and social change.
Explore broader cultural movements like the #MeToo movement, LGBTQ+ activism, and gender equality campaigns, situating Taylor Swift’s contributions within these larger frameworks.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, 09.00-12.00 Friday
Method
14.4 Media",Sawaros Thanapornsangsuth
